time,lead_I
11916.8,-2191.049199999994
11918.8,-2204.7634857142793
11920.8,-2173.906342857136
11922.8,-2123.049199999994
11924.8,-2091.7634857142793
11926.8,-2092.6206285714225
11928.8,-2100.049199999994
11930.8,-2085.7634857142793
11932.8,-2057.477771428565
11934.8,-2047.192057142851
11936.8,-2063.049199999994
11938.8,-2076.620628571422
11940.8,-2058.76348571428
11942.8,-2012.3349142857082
11944.8,-1966.1920571428511
11946.8,-1946.6206285714227
11948.8,-1950.6206285714225
11950.8,-1951.1920571428514
11952.8,-1932.3349142857085
11954.8,-1911.3349142857087
11956.8,-1920.192057142851
11958.8,-1970.6206285714225
11960.8,-2037.334914285708
11962.8,-2081.3349142857082
11964.8,-2095.6206285714225
11966.8,-2116.906342857137
11968.8,-2173.7634857142793
11970.8,-2239.334914285708
11972.8,-2260.7634857142793
11974.8,-2231.192057142851
11976.8,-2203.3349142857082
11978.8,-2223.4777714285656
11980.8,-2271.4777714285656
11982.8,-2289.4777714285656
11984.8,-2263.76348571428
11986.8,-2245.192057142851
11988.78,-2274.7634857142793
11990.75,-2325.0491999999936
11992.72,-2345.0491999999936
11994.7,-2330.9063428571367
11996.7,-2319.9063428571367
11998.7,-2331.9063428571367
12000.7,-2347.192057142851
12002.7,-2338.9063428571367
12004.7,-2307.9063428571367
12006.7,-2282.192057142851
12008.7,-2288.192057142851
12010.7,-2324.3349142857082
12012.7,-2363.477771428565
12014.7,-2382.192057142851
12016.7,-2387.76348571428
12018.7,-2413.620628571422
12020.7,-2478.0491999999936
12022.7,-2555.4777714285656
12024.7,-2601.906342857137
12026.7,-2608.6206285714225
12028.7,-2607.192057142851
12030.7,-2617.76348571428
12032.7,-2608.3349142857082
12034.7,-2520.334914285708
12036.7,-2324.192057142851
12038.7,-2046.192057142851
12040.7,-1735.9063428571367
12042.7,-1413.192057142851
12044.7,-1057.9063428571367
12046.7,-667.7634857142798
12048.7,-304.90634285713685
12050.7,-56.47777142856543
12052.7,39.80794285714884
12054.7,2.0936571428631083
12056.7,-150.76348571427974
12058.7,-429.1920571428511
12060.7,-842.9063428571369
12062.7,-1356.3349142857082
12064.7,-1881.9063428571367
12066.7,-2323.6206285714225
12068.67,-2634.192057142851
12070.65,-2825.620628571422
12072.63,-2926.477771428565
12074.6,-2941.192057142851
12076.6,-2860.1920571428514
12078.6,-2709.049199999994
12080.6,-2563.049199999994
12082.6,-2486.906342857136
12084.6,-2470.906342857136
12086.6,-2456.049199999994
12088.6,-2415.049199999994
12090.6,-2377.9063428571367
12092.6,-2380.3349142857082
12094.6,-2417.049199999994
12096.6,-2450.3349142857087
12098.6,-2453.906342857137
12100.6,-2442.906342857137
12102.6,-2453.334914285708
12104.6,-2493.76348571428
12106.6,-2533.0491999999936
12108.6,-2539.192057142851
12110.6,-2516.192057142851
12112.6,-2499.049199999994
12114.6,-2515.3349142857082
12116.6,-2551.477771428565
12118.6,-2563.906342857137
12120.6,-2535.1920571428514
12122.6,-2502.477771428565
12124.6,-2507.3349142857082
12126.6,-2535.9063428571367
12128.6,-2541.0491999999936
12130.6,-2510.192057142851
12132.6,-2478.76348571428
12134.6,-2480.049199999994
12136.6,-2504.906342857137
12138.6,-2518.049199999994
12140.6,-2500.192057142851
12142.6,-2469.4777714285656
12144.6,-2461.049199999994
12146.6,-2485.9063428571367
12148.58,-2516.192057142851
12150.55,-2517.7634857142793
12152.53,-2491.906342857137
12154.5,-2476.049199999994
12156.5,-2499.192057142851
12158.5,-2540.4777714285656
12160.5,-2549.4777714285656
12162.5,-2512.192057142851
12164.5,-2478.0491999999936
12166.5,-2497.192057142851
12168.5,-2550.6206285714225
12170.5,-2571.7634857142803
12172.5,-2537.049199999994
12174.5,-2498.192057142851
12176.5,-2512.049199999994
12178.5,-2562.76348571428
12180.5,-2588.049199999994
12182.5,-2568.906342857137
12184.5,-2550.1920571428514
12186.5,-2571.192057142851
12188.5,-2615.3349142857082
12190.5,-2636.477771428565
12192.5,-2608.906342857137
12194.5,-2549.76348571428
12196.5,-2500.477771428565
12198.5,-2481.1920571428514
12200.5,-2466.192057142851
12202.5,-2422.9063428571367
12204.5,-2363.049199999994
12206.5,-2327.76348571428
12208.5,-2330.4777714285656
12210.5,-2343.7634857142793
12212.5,-2336.1920571428514
12214.5,-2301.049199999994
12216.5,-2256.4777714285656
12218.5,-2227.9063428571367
12220.5,-2220.6206285714225
12222.5,-2206.9063428571367
12224.5,-2160.477771428565
12226.5,-2101.049199999994
12228.47,-2077.6206285714225
12230.45,-2104.3349142857082
12232.42,-2139.76348571428
12234.4,-2139.3349142857082
12236.4,-2111.906342857137
12238.4,-2102.6206285714225
12240.4,-2125.9063428571367
12242.4,-2143.3349142857082
12244.4,-2117.7634857142793
12246.4,-2063.9063428571367
12248.4,-2026.6206285714225
12250.4,-2026.1920571428511
12252.4,-2038.4777714285656
12254.4,-2025.3349142857082
12256.4,-1981.3349142857085
12258.4,-1940.7634857142798
12260.4,-1932.3349142857082
12262.4,-1942.3349142857082
12264.4,-1937.3349142857082
12266.4,-1909.3349142857085
12268.4,-1881.7634857142798
12270.4,-1877.0491999999942
12272.4,-1891.7634857142798
12274.4,-1903.049199999994
12276.4,-1894.9063428571367
12278.4,-1875.6206285714225
12280.4,-1869.334914285708
12282.4,-1891.3349142857082
12284.4,-1929.7634857142796
12286.4,-1953.1920571428511
12288.4,-1944.0491999999938
12290.4,-1923.3349142857082
12292.4,-1929.0491999999938
12294.4,-1966.3349142857082
12296.4,-1991.9063428571367
12298.4,-1967.6206285714227
12300.4,-1925.049199999994
12302.4,-1932.9063428571367
12304.4,-1994.192057142851
12306.4,-2037.0491999999938
12308.38,-2026.6206285714222
12310.35,-2011.9063428571367
12312.33,-2036.1920571428511
12314.3,-2075.477771428565
12316.3,-2095.6206285714225
12318.3,-2103.477771428565
12320.3,-2117.192057142851
12322.3,-2138.7634857142793
12324.3,-2171.192057142851
12326.3,-2221.9063428571367
12328.3,-2277.4777714285656
12330.3,-2310.192057142851
12332.3,-2319.6206285714225
12334.3,-2334.3349142857082
12336.3,-2364.049199999994
12338.3,-2392.3349142857082
12340.3,-2416.7634857142793
12342.3,-2446.7634857142793
12344.3,-2474.7634857142793
12346.3,-2500.7634857142793
12348.3,-2550.3349142857082
12350.3,-2619.4777714285656
12352.3,-2656.9063428571367
12354.3,-2644.3349142857082
12356.3,-2632.9063428571367
12358.3,-2660.1920571428514
12360.3,-2693.906342857137
12362.3,-2688.049199999994
12364.3,-2652.4777714285656
12366.3,-2637.192057142851
12368.3,-2668.6206285714225
12370.3,-2721.049199999994
12372.3,-2750.6206285714225
12374.3,-2746.4777714285656
12376.3,-2740.049199999994
12378.3,-2763.192057142851
12380.3,-2804.76348571428
12382.3,-2825.477771428565
12384.3,-2813.7634857142793
12386.3,-2804.1920571428514
12388.28,-2827.477771428565
12390.25,-2869.192057142851
12392.22,-2895.7634857142793
12394.2,-2900.0491999999936
12396.2,-2898.7634857142793
12398.2,-2905.192057142851
12400.2,-2923.049199999994
12402.2,-2949.334914285708
12404.2,-2969.7634857142793
12406.2,-2968.763485714279
12408.2,-2955.906342857136
12410.2,-2961.049199999994
12412.2,-2992.9063428571367
12414.2,-3019.7634857142793
12416.2,-3009.477771428565
12418.2,-2976.049199999994
12420.2,-2965.049199999994
12422.2,-2987.4777714285647
12424.2,-2997.7634857142793
12426.2,-2958.334914285708
12428.2,-2902.0491999999936
12430.2,-2891.0491999999936
12432.2,-2928.3349142857082
12434.2,-2954.049199999994
12436.2,-2929.477771428565
12438.2,-2883.6206285714225
12440.2,-2865.906342857137
12442.2,-2881.9063428571367
12444.2,-2898.192057142851
12446.2,-2894.477771428565
12448.2,-2886.477771428565
12450.2,-2899.3349142857082
12452.2,-2937.192057142851
12454.2,-2982.76348571428
12456.2,-3015.049199999994
12458.2,-3024.3349142857082
12460.2,-3020.620628571422
12462.2,-3025.906342857136
12464.2,-3051.6206285714225
12466.2,-3083.192057142851
12468.17,-3096.7634857142793
12470.15,-3091.3349142857082
12472.13,-3093.192057142851
12474.1,-3122.192057142851
12476.1,-3162.6206285714225
12478.1,-3178.9063428571367
12480.1,-3165.192057142851
12482.1,-3158.6206285714225
12484.1,-3187.049199999994
12486.1,-3223.334914285708
12488.1,-3221.334914285708
12490.1,-3183.6206285714225
12492.1,-3161.477771428565
12494.1,-3189.3349142857082
12496.1,-3243.4777714285656
12498.1,-3275.0491999999936
12500.1,-3274.7634857142793
12502.1,-3284.477771428565
12504.1,-3335.3349142857082
12506.1,-3396.76348571428
12508.1,-3412.3349142857082
12510.1,-3374.334914285708
12512.1,-3330.477771428565
12514.1,-3319.477771428565
12516.1,-3329.0491999999936
12518.1,-3323.9063428571367
12520.1,-3293.6206285714225
12522.1,-3262.0491999999945
12524.1,-3256.9063428571367
12526.1,-3278.192057142851
12528.1,-3299.3349142857082
12530.1,-3299.0491999999936
12532.1,-3285.7634857142793
12534.1,-3288.6206285714225
12536.1,-3323.7634857142793
12538.1,-3370.906342857136
12540.1,-3391.906342857136
12542.1,-3374.049199999994
12544.1,-3346.76348571428
12546.1,-3345.906342857137
12548.08,-3367.6206285714225
12550.05,-3373.477771428565
12552.03,-3341.6206285714225
12554.0,-3300.0491999999936
12556.0,-3296.334914285708
12558.0,-3331.906342857136
12560.0,-3352.7634857142793
12562.0,-3322.477771428565
12564.0,-3276.906342857137
12566.0,-3271.3349142857082
12568.0,-3299.4777714285656
12570.0,-3307.192057142851
12572.0,-3273.76348571428
12574.0,-3235.049199999994
12576.0,-3229.76348571428
12578.0,-3252.9063428571367
12580.0,-3270.192057142851
12582.0,-3259.334914285708
12584.0,-3232.9063428571367
12586.0,-3222.334914285708
12588.0,-3243.3349142857082
12590.0,-3278.192057142851
12592.0,-3292.4777714285656
12594.0,-3270.334914285708
12596.0,-3235.334914285708
12598.0,-3227.477771428565
12600.0,-3257.7634857142793
12602.0,-3295.76348571428
12604.0,-3310.192057142851
12606.0,-3309.477771428565
12608.0,-3331.1920571428504
12610.0,-3393.0491999999936
12612.0,-3465.049199999994
12614.0,-3499.3349142857087
12616.0,-3487.76348571428
12618.0,-3472.6206285714225
12620.0,-3491.477771428565
12622.0,-3527.7634857142793
12624.0,-3536.906342857136
12626.0,-3510.9063428571367
12627.97,-3491.9063428571367
12629.95,-3516.7634857142793
12631.92,-3567.192057142851
12633.9,-3591.9063428571367
12635.9,-3572.76348571428
12637.9,-3546.906342857137
12639.9,-3553.3349142857087
12641.9,-3579.620628571423
12643.9,-3582.620628571423
12645.9,-3554.192057142851
12647.9,-3535.620628571422
12649.9,-3562.1920571428504
12651.9,-3616.477771428565
12653.9,-3655.906342857136
12655.9,-3666.7634857142793
12657.9,-3674.9063428571367
12659.9,-3709.192057142851
12661.9,-3771.334914285708
12663.9,-3838.906342857136
12665.9,-3887.7634857142793
12667.9,-3911.192057142851
12669.9,-3920.049199999994
12671.9,-3919.7634857142793
12673.9,-3883.620628571423
12675.9,-3760.3349142857087
12677.9,-3525.049199999994
12679.9,-3215.76348571428
12681.9,-2890.7634857142793
12683.9,-2558.906342857136
12685.9,-2188.906342857137
12687.9,-1790.049199999994
12689.9,-1439.3349142857082
12691.9,-1217.3349142857082
12693.9,-1147.6206285714227
12695.9,-1208.3349142857082
12697.9,-1384.6206285714227
12699.9,-1692.9063428571367
12701.9,-2142.192057142851
12703.9,-2680.4777714285656
12705.9,-3203.4777714285656
12707.88,-3624.0491999999936
12709.85,-3921.192057142851
12711.83,-4118.049199999993
12713.8,-4229.192057142851
12715.8,-4246.334914285708
12717.8,-4173.334914285708
12719.8,-4054.906342857136
12721.8,-3951.7634857142793
12723.8,-3893.049199999993
12725.8,-3865.1920571428504
12727.8,-3839.76348571428
12729.8,-3801.334914285708
12731.8,-3763.192057142851
12733.8,-3756.049199999994
12735.8,-3784.6206285714225
12737.8,-3809.763485714279
12739.8,-3797.049199999994
12741.8,-3762.049199999994
12743.8,-3745.192057142851
12745.8,-3756.6206285714225
12747.8,-3768.192057142851
12749.8,-3750.192057142851
12751.8,-3706.4777714285647
12753.8,-3672.0491999999936
12755.8,-3673.4777714285647
12757.8,-3693.477771428565
12759.8,-3692.7634857142793
12761.8,-3663.6206285714225
12763.8,-3642.192057142851
12765.8,-3659.3349142857082
12767.8,-3697.6206285714225
12769.8,-3715.049199999994
12771.8,-3703.049199999994
12773.8,-3696.6206285714225
12775.8,-3722.0491999999936
12777.8,-3759.049199999994
12779.8,-3772.049199999994
12781.8,-3758.3349142857082
12783.8,-3742.4777714285656
12785.8,-3738.906342857137
12787.78,-3741.049199999994
12789.75,-3736.477771428565
12791.72,-3721.76348571428
12793.7,-3704.4777714285656
12795.7,-3698.049199999994
12797.7,-3710.192057142851
12799.7,-3734.477771428565
12801.7,-3751.192057142851
12803.7,-3743.477771428565
12805.7,-3719.192057142851
12807.7,-3711.0491999999936
12809.7,-3736.192057142851
12811.7,-3762.192057142851
12813.7,-3745.9063428571367
12815.7,-3705.192057142851
12817.7,-3704.6206285714225
12819.7,-3754.9063428571367
12821.7,-3787.7634857142793
12823.7,-3763.620628571422
12825.7,-3733.192057142851
12827.7,-3746.334914285708
12829.7,-3771.906342857136
12831.7,-3761.049199999993
12833.7,-3723.6206285714225
12835.7,-3694.763485714279
12837.7,-3674.9063428571367
12839.7,-3647.049199999994
12841.7,-3615.0491999999936
12843.7,-3590.6206285714225
12845.7,-3568.192057142851
12847.7,-3541.3349142857082
12849.7,-3517.4777714285656
12851.7,-3497.906342857137
12853.7,-3473.906342857137
12855.7,-3451.1920571428504
12857.7,-3438.6206285714225
12859.7,-3421.1920571428504
12861.7,-3392.0491999999936
12863.7,-3379.9063428571367
12865.7,-3394.6206285714225
12867.67,-3393.334914285708
12869.65,-3350.4777714285656
12871.63,-3307.3349142857082
12873.6,-3306.3349142857082
12875.6,-3322.049199999994
12877.6,-3302.3349142857082
12879.6,-3246.0491999999936
12881.6,-3202.334914285708
12883.6,-3202.334914285708
12885.6,-3222.4777714285656
12887.6,-3220.7634857142793
12889.6,-3193.0491999999936
12891.6,-3174.0491999999936
12893.6,-3187.334914285708
12895.6,-3211.6206285714225
12897.6,-3207.3349142857082
12899.6,-3165.620628571423
12901.6,-3117.6206285714225
12903.6,-3093.6206285714225
12905.6,-3090.7634857142793
12907.6,-3088.049199999994
12909.6,-3076.1920571428514
12911.6,-3061.6206285714225
12913.6,-3053.192057142851
12915.6,-3055.6206285714225
12917.6,-3065.76348571428
12919.6,-3068.3349142857082
12921.6,-3047.7634857142793
12923.6,-3014.477771428565
12925.6,-3002.3349142857082
12927.6,-3025.3349142857082
12929.6,-3051.049199999994
12931.6,-3040.9063428571367
12933.6,-3008.192057142851
12935.6,-3003.0491999999936
12937.6,-3039.192057142851
12939.6,-3073.6206285714225
12941.6,-3073.192057142851
12943.6,-3061.477771428565
12945.6,-3079.477771428565
12947.58,-3127.9063428571367
12949.55,-3172.9063428571367
12951.53,-3188.4777714285656
12953.5,-3179.9063428571367
12955.5,-3176.049199999994
12957.5,-3202.6206285714225
12959.5,-3249.906342857136
12961.5,-3279.1920571428504
12963.5,-3277.192057142851
12965.5,-3285.3349142857082
12967.5,-3346.477771428565
12969.5,-3439.192057142851
12971.5,-3502.7634857142793
12973.5,-3520.4777714285656
12975.5,-3534.334914285708
12977.5,-3576.049199999994
12979.5,-3626.620628571423
12981.5,-3654.620628571422
12983.5,-3659.192057142851
12985.5,-3662.192057142851
12987.5,-3683.9063428571367
12989.5,-3731.906342857137
12991.5,-3790.3349142857082
12993.5,-3822.7634857142793
12995.5,-3813.620628571422
12997.5,-3800.620628571422
12999.5,-3829.7634857142793
13001.5,-3884.334914285708
13003.5,-3905.334914285708
13005.5,-3879.763485714279
13007.5,-3860.6206285714225
13009.5,-3890.0491999999936
13011.5,-3941.192057142851
13013.5,-3956.76348571428
13015.5,-3925.192057142851
13017.5,-3894.334914285708
13019.5,-3910.7634857142793
13021.5,-3962.3349142857082
13023.5,-3997.192057142851
13025.5,-3992.192057142851
13027.47,-3978.7634857142793
13029.45,-3994.3349142857082
13031.42,-4031.477771428565
13033.4,-4052.192057142851
13035.4,-4038.76348571428
13037.4,-4011.049199999994
13039.4,-3998.3349142857087
13041.4,-4011.3349142857087
13043.4,-4038.4777714285656
13045.4,-4055.906342857137
13047.4,-4049.049199999994
13049.4,-4033.0491999999936
13051.4,-4037.9063428571367
13053.4,-4064.334914285708
13055.4,-4071.1920571428504
13057.4,-4028.9063428571367
13059.4,-3973.620628571422
13061.4,-3970.477771428565
13063.4,-4023.7634857142793
13065.4,-4066.6206285714225
13067.4,-4055.7634857142793
13069.4,-4031.049199999994
13071.4,-4053.334914285708
13073.4,-4114.763485714279
13075.4,-4150.477771428566
13077.4,-4127.906342857137
13079.4,-4088.0491999999936
13081.4,-4087.0491999999936
13083.4,-4126.192057142851
13085.4,-4160.049199999994
13087.4,-4159.763485714279
13089.4,-4144.6206285714225
13091.4,-4152.477771428566
13093.4,-4193.334914285708
13095.4,-4237.049199999993
13097.4,-4247.906342857137
13099.4,-4224.192057142851
13101.4,-4195.334914285708
13103.4,-4186.192057142851
13105.4,-4194.334914285708
13107.38,-4197.477771428565
13109.35,-4180.334914285708
13111.33,-4156.763485714279
13113.3,-4156.477771428566
13115.3,-4182.620628571422
13117.3,-4201.192057142851
13119.3,-4187.477771428565
13121.3,-4162.049199999994
13123.3,-4163.049199999994
13125.3,-4197.6206285714225
13127.3,-4236.906342857136
13129.3,-4251.906342857136
13131.3,-4245.763485714278
13133.3,-4252.049199999994
13135.3,-4292.334914285708
13137.3,-4340.334914285708
13139.3,-4351.763485714279
13141.3,-4328.049199999994
13143.3,-4317.049199999994
13145.3,-4347.192057142851
13147.3,-4390.477771428566
13149.3,-4400.334914285708
13151.3,-4368.477771428566
13153.3,-4333.192057142851
13155.3,-4332.76348571428
13157.3,-4358.6206285714225
13159.3,-4366.906342857136
13161.3,-4336.192057142851
13163.3,-4298.049199999994
13165.3,-4298.6206285714225
13167.3,-4340.334914285708
13169.3,-4377.763485714279
13171.3,-4376.192057142851
13173.3,-4354.049199999994
13175.3,-4352.192057142851
13177.3,-4374.6206285714225
13179.3,-4386.6206285714225
13181.3,-4361.906342857136
13183.3,-4313.334914285708
13185.2,-4279.334914285708
13187.2,-4285.477771428565
13189.2,-4311.6206285714225
13191.2,-4309.477771428566
13193.2,-4262.049199999994
13195.2,-4204.6206285714225
13197.2,-4174.049199999994
13199.2,-4164.477771428565
13201.2,-4145.477771428565
13203.2,-4101.477771428566
13205.2,-4051.192057142851
13207.2,-4034.049199999994
13209.2,-4066.6206285714225
13211.2,-4114.192057142851
13213.2,-4132.6206285714225
13215.2,-4134.477771428565
13217.2,-4175.334914285708
13219.2,-4270.192057142851
13221.2,-4363.6206285714225
13223.2,-4402.477771428565
13225.2,-4404.477771428566
13227.2,-4422.192057142851
13229.2,-4461.906342857136
13231.2,-4482.049199999993
13233.2,-4459.620628571422
13235.2,-4420.763485714279
13237.2,-4404.906342857136
13239.2,-4425.477771428565
13241.2,-4463.906342857137
13243.2,-4490.763485714279
13245.2,-4495.477771428565
13247.2,-4498.192057142851
13249.2,-4522.477771428565
13251.2,-4560.763485714279
13253.2,-4580.477771428565
13255.2,-4563.049199999994
13257.2,-4525.906342857137
13259.2,-4503.192057142851
13261.2,-4511.192057142851
13263.2,-4535.192057142851
13265.1,-4548.049199999994
13267.1,-4540.192057142851
13269.1,-4534.6206285714225
13271.1,-4564.334914285708
13273.1,-4628.906342857137
13275.1,-4686.192057142851
13277.1,-4706.334914285708
13279.1,-4717.192057142851
13281.1,-4767.477771428566
13283.1,-4847.906342857136
13285.1,-4889.049199999994
13287.1,-4845.906342857137
13289.1,-4745.049199999994
13291.1,-4621.906342857136
13293.1,-4451.763485714279
13295.1,-4182.049199999994
13297.1,-3810.0491999999936
13299.1,-3387.9063428571367
13301.1,-2969.76348571428
13303.1,-2585.9063428571367
13305.1,-2256.3349142857082
13307.1,-2009.0491999999938
13309.1,-1889.906342857137
13311.1,-1946.1920571428511
13313.1,-2191.049199999994
13315.1,-2591.192057142851
13317.1,-3085.477771428565
13319.1,-3605.6206285714225
13321.1,-4099.049199999994
13323.1,-4540.477771428566
13325.1,-4901.6206285714225
13327.1,-5130.620628571422
13329.1,-5201.906342857136
13331.1,-5158.049199999993
13333.1,-5065.906342857136
13335.1,-4962.906342857137
13337.1,-4860.334914285709
13339.1,-4760.906342857136
13341.1,-4665.906342857136
13343.1,-4591.906342857136
13345.0,-4567.192057142851
13347.0,-4590.620628571422
13349.0,-4620.334914285709
13351.0,-4626.049199999994
13353.0,-4625.6206285714225
13355.0,-4646.477771428565
13357.0,-4672.906342857137
13359.0,-4672.477771428566
13361.0,-4657.192057142851
13363.0,-4659.906342857137
13365.0,-4670.477771428565
13367.0,-4663.477771428565
13369.0,-4657.049199999994
13371.0,-4673.334914285708
13373.0,-4681.192057142851
13375.0,-4648.192057142851
13377.0,-4606.906342857136
13379.0,-4602.763485714279
13381.0,-4618.049199999994
13383.0,-4603.192057142851
13385.0,-4557.620628571422
13387.0,-4528.906342857137
13389.0,-4540.049199999994
13391.0,-4557.763485714279
13393.0,-4542.192057142851
13395.0,-4500.192057142851
13397.0,-4473.049199999994
13399.0,-4484.049199999994
13401.0,-4514.334914285708
13403.0,-4530.6206285714225
13405.0,-4525.477771428566
13407.0,-4521.477771428565
13409.0,-4538.192057142851
13411.0,-4565.620628571422
13413.0,-4573.049199999994
13415.0,-4544.334914285709
13417.0,-4499.76348571428
13419.0,-4475.334914285708
13421.0,-4483.6206285714225
13423.0,-4504.192057142852
13424.9,-4509.049199999994
13426.9,-4493.620628571422
13428.9,-4481.477771428565
13430.9,-4497.049199999994
13432.9,-4529.334914285708
13434.9,-4538.049199999994
13436.9,-4505.477771428565
13438.9,-4464.6206285714225
13440.9,-4455.192057142851
13442.9,-4471.049199999994
13444.9,-4474.192057142851
13446.9,-4448.6206285714225
13448.9,-4415.477771428565
13450.9,-4402.334914285708
13452.9,-4413.763485714279
13454.9,-4427.906342857137
13456.9,-4416.334914285708
13458.9,-4375.763485714279
13460.9,-4338.76348571428
13462.9,-4335.76348571428
13464.9,-4351.477771428565
13466.9,-4342.192057142851
13468.9,-4297.763485714279
13470.9,-4258.6206285714225
13472.9,-4259.049199999993
13474.9,-4278.620628571422
13476.9,-4273.049199999994
13478.9,-4237.192057142851
13480.9,-4206.906342857137
13482.9,-4207.334914285708
13484.9,-4226.334914285709
13486.9,-4234.334914285708
13488.9,-4210.906342857137
13490.9,-4161.477771428565
13492.9,-4114.192057142851
13494.9,-4088.049199999994
13496.88,-4065.192057142851
13498.85,-4016.9063428571367
13500.83,-3950.049199999994
13502.8,-3902.9063428571367
13504.8,-3896.620628571422
13506.8,-3911.049199999994
13508.8,-3910.334914285708
13510.8,-3884.6206285714225
13512.8,-3859.7634857142803
13514.8,-3861.3349142857082
13516.8,-3872.906342857137
13518.8,-3852.049199999994
13520.8,-3789.9063428571367
13522.8,-3730.192057142851
13524.8,-3715.76348571428
13526.8,-3733.3349142857082
13528.8,-3732.4777714285656
13530.8,-3696.4777714285656
13532.8,-3666.0491999999945
13534.8,-3681.192057142852
13536.8,-3727.76348571428
13538.8,-3761.4777714285656
13540.8,-3763.4777714285656
13542.8,-3753.4777714285656
13544.8,-3761.6206285714225
13546.8,-3796.477771428565
13548.8,-3831.049199999994
13550.8,-3827.906342857137
13552.8,-3788.334914285708
13554.8,-3760.0491999999936
13556.8,-3778.334914285708
13558.8,-3822.4777714285656
13560.8,-3846.9063428571367
13562.8,-3843.049199999994
13564.8,-3849.049199999994
13566.8,-3897.4777714285647
13568.8,-3971.334914285708
13570.8,-4023.477771428565
13572.8,-4030.7634857142793
13574.8,-4018.334914285708
13576.78,-4028.9063428571367
13578.75,-4073.906342857137
13580.72,-4121.477771428565
13582.7,-4138.334914285708
13584.7,-4139.049199999994
13586.7,-4175.477771428566
13588.7,-4263.192057142851
13590.7,-4347.906342857137
13592.7,-4376.049199999994
13594.7,-4372.192057142851
13596.7,-4398.477771428565
13598.7,-4460.477771428566
13600.7,-4505.477771428565
13602.7,-4504.6206285714225
13604.7,-4486.334914285709
13606.7,-4488.763485714279
13608.7,-4514.334914285709
13610.7,-4537.049199999994
13612.7,-4538.906342857136
13614.7,-4527.192057142851
13616.7,-4522.192057142851
13618.7,-4538.477771428566
13620.7,-4572.477771428565
13622.7,-4598.906342857136
13624.7,-4590.192057142851
13626.7,-4550.334914285708
13628.7,-4519.049199999994
13630.7,-4524.906342857137
13632.7,-4545.76348571428
13634.7,-4539.334914285708
13636.7,-4504.6206285714225
13638.7,-4488.6206285714225
13640.7,-4524.763485714279
13642.7,-4585.477771428566
13644.7,-4616.049199999994
13646.7,-4606.192057142851
13648.7,-4602.334914285708
13650.7,-4640.477771428565
13652.7,-4690.906342857137
13654.7,-4697.477771428565
13656.67,-4658.334914285708
13658.65,-4631.76348571428
13660.63,-4659.906342857137
13662.6,-4716.192057142851
13664.6,-4744.334914285709
13666.6,-4733.477771428565
13668.6,-4728.477771428565
13670.6,-4764.049199999994
13672.6,-4814.049199999994
13674.6,-4828.049199999994
13676.6,-4795.763485714279
13678.6,-4750.334914285708
13680.6,-4724.192057142851
13682.6,-4722.192057142851
13684.6,-4720.192057142852
13686.6,-4687.76348571428
13688.6,-4629.763485714279
13690.6,-4594.477771428565
13692.6,-4612.334914285708
13694.6,-4649.477771428565
13696.6,-4652.6206285714225
13698.6,-4623.763485714279
13700.6,-4616.6206285714225
13702.6,-4664.334914285708
13704.6,-4737.6206285714225
13706.6,-4782.477771428566
13708.6,-4783.477771428565
13710.6,-4776.049199999994
13712.6,-4795.906342857136
13714.6,-4833.049199999994
13716.6,-4844.334914285708
13718.6,-4805.477771428566
13720.6,-4746.334914285708
13722.6,-4725.763485714279
13724.6,-4762.049199999994
13726.6,-4806.049199999993
13728.6,-4803.76348571428
13730.6,-4769.334914285708
13732.6,-4761.6206285714225
13734.6,-4798.049199999994
13736.58,-4830.334914285708
13738.55,-4814.049199999994
13740.53,-4769.334914285708
13742.5,-4752.763485714279
13744.5,-4785.049199999994
13746.5,-4830.6206285714225
13748.5,-4848.763485714279
13750.5,-4841.334914285708
13752.5,-4839.763485714279
13754.5,-4860.334914285708
13756.5,-4891.192057142851
13758.5,-4912.192057142851
13760.5,-4912.763485714279
13762.5,-4897.334914285708
13764.5,-4887.192057142851
13766.5,-4900.906342857136
13768.5,-4926.906342857137
13770.5,-4929.76348571428
13772.5,-4895.334914285708
13774.5,-4854.334914285708
13776.5,-4845.477771428565
13778.5,-4857.906342857137
13780.5,-4838.906342857136
13782.5,-4770.906342857136
13784.5,-4708.334914285709
13786.5,-4704.620628571422
13788.5,-4736.192057142851
13790.5,-4742.906342857137
13792.5,-4715.906342857136
13794.5,-4696.049199999994
13796.5,-4703.763485714279
13798.5,-4715.477771428565
13800.5,-4703.19205714285
13802.5,-4665.477771428565
13804.5,-4623.334914285708
13806.5,-4601.763485714279
13808.5,-4611.049199999994
13810.5,-4637.477771428565
13812.5,-4657.620628571422
13814.5,-4666.6206285714225
13816.47,-4687.763485714279
13818.45,-4744.049199999994
13820.42,-4822.763485714279
13822.4,-4880.477771428565
13824.4,-4895.334914285709
13826.4,-4901.906342857137
13828.4,-4943.334914285708
13830.4,-4997.192057142852
13832.4,-5002.477771428566
13834.4,-4960.477771428565
13836.4,-4938.192057142851
13838.4,-4962.76348571428
13840.4,-4990.906342857137
13842.4,-4993.6206285714225
13844.4,-4994.620628571423
13846.4,-5011.906342857136
13848.4,-5029.906342857136
13850.4,-5043.049199999994
13852.4,-5067.906342857137
13854.4,-5098.192057142851
13856.4,-5101.906342857136
13858.4,-5078.906342857137
13860.4,-5068.192057142851
